8	ba
趒	tiao
旫	tiao
條	tiao
脁	tiao
佻	tiao
蓚	tiao
晀	tiao
誂	tiao
蓨	tiao
朓	tiao
糶	tiao
覜	tiao
龆	tiao
祒	tiao
鰷	tiao
鋚	tiao
萔	tiao
鎥	tiao
宨	tiao
嬥	tiao
鲦	tiao
髫	tiao
樤	tiao
笤	tiao
鯈	tiao
蜩	tiao
賡	geng
堩	geng
鯁	geng
骾	geng
浭	geng
埂	geng
耿	geng
梗	geng
赓	geng
椩	geng
挭	geng
畊	geng
哽	geng
莄	geng
羮	geng
綆	geng
鹒	geng
郠	geng
菮	geng
刯	geng
焿	geng
耕	geng
縆	geng
鲠	geng
羹	geng
鶊	geng
庚	geng
绠	geng
緪	geng
峺	geng
更	geng
絚	geng
錩	chang
厂	chang
肠	chang
悵	chang
僘	chang
場	chang
萇	chang
鱨	chang
镸	chang
瑺	chang
怅	chang
裳	chang
敞	chang
锠	chang
鼚	chang
昌	chang
長	chang
暢	chang
兏	chang
膓	chang
閶	chang
尝	chang
腸	chang
场	chang
苌	chang
嚐	chang
鲿	chang
鬯	chang
焻	chang
鋹	chang
猖	chang
鲳	chang
瑒	chang
偿	chang
瓺	chang
长	chang
娼	chang
嘗	chang
常	chang
倀	chang
畅	chang
甞	chang
韔	chang
嫦	chang
惝	chang
氅	chang
仩	chang
誯	chang
菖	chang
仧	chang
阊	chang
塲	chang
伥	chang
鯧	chang
昶	chang
裮	chang
淐	chang
唱	chang
償	chang
玚	chang
徜	chang
倡	chang
畼	chang
琩	chang
椙	chang
廠	chang
厰	chang
刷	shua
誜	shua
唰	shua
耍	shua
叉	cha
査	cha
插	cha
鍤	cha
銟	cha
餷	cha
茶	cha
茬	cha
差	cha
偛	cha
锸	cha
诧	cha
垞	cha
察	cha
剎	cha
槎	cha
搽	cha
碴	cha
查	cha
蹅	cha
杈	cha
岔	cha
臿	cha
揷	cha
秅	cha
嵖	cha
紁	cha
檫	cha
猹	cha
侘	cha
馇	cha
奼	cha
挿	cha
詧	cha
镲	cha
詫	cha
嗏	cha
姹	cha
艖	cha
扠	cha
鑔	cha
汊	cha
衩	cha
刹	cha
靫	cha
疀	cha
撤	che
聅	che
頙	che
彻	che
掣	che
澈	che
莗	che
车	che
勶	che
扯	che
撦	che
車	che
屮	che
伡	che
俥	che
唓	che
瞮	che
砗	che
迠	che
蛼	che
偖	che
爡	che
硨	che
烢	che
硩	che
徹	che
坼	che
昐	fen
梤	fen
弅	fen
隫	fen
餴	fen
憤	fen
豶	fen
訜	fen
饙	fen
墳	fen
橨	fen
蕡	fen
僨	fen
鲼	fen
濆	fen
鼖	fen
枌	fen
雰	fen
轒	fen
獖	fen
棼	fen
分	fen
纷	fen
粪	fen
坟	fen
鐼	fen
氛	fen
蚠	fen
酚	fen
偾	fen
瞓	fen
吩	fen
豮	fen
愤	fen
粉	fen
蚡	fen
幩	fen
焚	fen
汾	fen
奋	fen
份	fen
竕	fen
瀵	fen
羒	fen
忿	fen
妢	fen
鼢	fen
黂	fen
燌	fen
衯	fen
翂	fen
馩	fen
炃	fen
岎	fen
秎	fen
馚	fen
膹	fen
鱝	fen
鈖	fen
魵	fen
帉	fen
朌	fen
蒶	fen
朆	fen
燓	fen
紛	fen
羵	fen
棻	fen
黺	fen
芬	fen
糞	fen
奮	fen
迡	chi
鸱	chi
痸	chi
伬	chi
啻	chi
鶒	chi
遲	chi
銐	chi
謘	chi
齿	chi
茌	chi
貾	chi
蚇	chi
殦	chi
翨	chi
褫	chi
肔	chi
飭	chi
匙	chi
鴟	chi
恥	chi
抶	chi
傺	chi
翄	chi
筂	chi
欼	chi
恜	chi
鉓	chi
迟	chi
垑	chi
媸	chi
持	chi
粚	chi
灻	chi
瞝	chi
饬	chi
池	chi
豉	chi
熾	chi
絺	chi
袲	chi
慗	chi
痴	chi
叺	chi
赿	chi
赤	chi
彳	chi
齒	chi
哧	chi
嗤	chi
敕	chi
馳	chi
誺	chi
墀	chi
尺	chi
侈	chi
趩	chi
摛	chi
勑	chi
笞	chi
鵄	chi
遫	chi
喫	chi
箎	chi
雴	chi
憏	chi
卶	chi
麶	chi
瘛	chi
訵	chi
攡	chi
杘	chi
吃	chi
蚳	chi
踟	chi
袳	chi
翅	chi
翤	chi
胵	chi
遟	chi
炽	chi
彨	chi
耻	chi
荎	chi
烾	chi
遅	chi
侙	chi
呎	chi
裭	chi
鷘	chi
歯	chi
蚩	chi
眵	chi
漦	chi
懘	chi
腟	chi
齝	chi
弛	chi
竾	chi
胣	chi
篪	chi
驰	chi
噄	chi
勅	chi
鉹	chi
黐	chi
斥	chi
瓻	chi
螭	chi
鍉	chi
妛	chi
魑	chi
癡	chi
叱	chi
彲	chi
湁	chi
廢	fei
杮	fei
飝	fei
裶	fei
肥	fei
騛	fei
飛	fei
胐	fei
淝	fei
芾	fei
肺	fei
匪	fei
緋	fei
斐	fei
镄	fei
诽	fei
绯	fei
腓	fei
胇	fei
废	fei
厞	fei
吠	fei
奜	fei
朏	fei
昲	fei
鲱	fei
沸	fei
誹	fei
渄	fei
廃	fei
鯡	fei
榧	fei
狒	fei
蜰	fei
棐	fei
萉	fei
蜚	fei
馡	fei
俷	fei
陫	fei
霏	fei
蟦	fei
痱	fei
屝	fei
櫠	fei
癈	fei
曊	fei
鼣	fei
悱	fei
蕜	fei
疿	fei
鐨	fei
騑	fei
猆	fei
濷	fei
妃	fei
非	fei
啡	fei
費	fei
暃	fei
靅	fei
飞	fei
篚	fei
菲	fei
餥	fei
婔	fei
婓	fei
费	fei
剕	fei
靟	fei
扉	fei
翡	fei
础	chu
璴	chu
櫥	chu
樗	chu
楮	chu
竐	chu
觸	chu
滀	chu
雛	chu
齼	chu
儊	chu
絀	chu
珿	chu
齣	chu
储	chu
憷	chu
檚	chu
櫉	chu
鉏	chu
媰	chu
傗	chu
绌	chu
俶	chu
豖	chu
齭	chu
蟵	chu
亍	chu
摴	chu
鶵	chu
竌	chu
廚	chu
儲	chu
芻	chu
鋤	chu
犓	chu
篨	chu
豠	chu
嘼	chu
躕	chu
斶	chu
礎	chu
处	chu
幮	chu
岀	chu
諔	chu
埱	chu
欪	chu
臅	chu
黜	chu
榋	chu
禇	chu
趎	chu
蒢	chu
處	chu
処	chu
椘	chu
刍	chu
敊	chu
蜍	chu
杵	chu
泏	chu
貙	chu
閦	chu
濋	chu
蒭	chu
初	chu
歜	chu
滁	chu
厨	chu
橱	chu
搐	chu
除	chu
矗	chu
触	chu
蹰	chu
躇	chu
雏	chu
怵	chu
出	chu
锄	chu
楚	chu
耡	chu
鄐	chu
谁	shui
裞	shui
涗	shui
脽	shui
氵	shui
水	shui
涚	shui
稅	shui
祱	shui
税	shui
睡	shui
帨	shui
氺	shui
誰	shui
繷	nong
齈	nong
挊	nong
挵	nong
農	nong
燶	nong
襛	nong
儂	nong
噥	nong
蕽	nong
辳	nong
禯	nong
弄	nong
农	nong
膿	nong
譨	nong
癑	nong
侬	nong
浓	nong
脓	nong
哝	nong
濃	nong
欁	nong
穠	nong
秾	nong
檂	nong
鬞	nong
醲	nong
码	ma
嘛	ma
吗	ma
唛	ma
骂	ma
獁	ma
犘	ma
痲	ma
玛	ma
马	ma
蚂	ma
亇	ma
溤	ma
瑪	ma
痳	ma
榪	ma
嫲	ma
鮲	ma
嘜	ma
祃	ma
傌	ma
螞	ma
麻	ma
蟆	ma
鷌	ma
禡	ma
閁	ma
杩	ma
媽	ma
嗎	ma
鎷	ma
碼	ma
睰	ma
犸	ma
罵	ma
鬕	ma
鰢	ma
馬	ma
蔴	ma
駡	ma
妈	ma
唜	mb
蟇	mb
莫	mo
尛	mo
墨	mo
殁	mo
嗼	mo
糢	mo
獏	mo
谟	mo
默	mo
麼	mo
礳	mo
蓦	mo
嚤	mo
擵	mo
黙	mo
寞	mo
漠	mo
末	mo
爅	mo
镆	mo
茉	mo
沫	mo
砞	mo
皌	mo
帞	mo
癦	mo
貃	mo
摹	mo
帓	mo
麽	mo
瞙	mo
眜	mo
劘	mo
纆	mo
蘑	mo
模	mo
魔	mo
抹	mo
貊	mo
魹	mo
摩	mo
貘	mo
莈	mo
瘼	mo
膜	mo
磨	mo
藦	mo
絈	mo
妺	mo
驀	mo
匁	mo
懡	mo
謨	mo
丆	mo
饝	mo
魩	mo
耱	mo
橅	mo
嬤	mo
髍	mo
嫫	mo
嬷	mo
嫼	mo
昩	mo
蛨	mo
鏌	mo
塻	mo
枺	mo
摸	mo
銆	mo
蟔	mo
陌	mo
歾	mo
馍	mo
秣	mo
靺	mo
瞐	mo
圽	mo
眽	mo
歿	mo
謩	mo
饃	mo
乮	mo
眿	mo
謐	mi
謎	mi
蔝	mi
眯	mi
蘼	mi
孊	mi
猕	mi
鼏	mi
峚	mi
咪	mi
冪	mi
滵	mi
靡	mi
瞇	mi
蔤	mi
醚	mi
宻	mi
渳	mi
鸍	mi
沵	mi
沕	mi
洣	mi
漞	mi
蘪	mi
塓	mi
嘧	mi
幎	mi
醾	mi
藌	mi
粎	mi
麿	mi
糸	mi
淧	mi
醿	mi
釄	mi
敉	mi
簚	mi
銤	mi
弭	mi
戂	mi
獼	mi
熐	mi
谧	mi
禰	mi
宓	mi
冖	mi
櫁	mi
脒	mi
袮	mi
密	mi
侎	mi
镾	mi
瓕	mi
祕	mi
攠	mi
覓	mi
覔	mi
麛	mi
爢	mi
麊	mi
縻	mi
麋	mi
幂	mi
擟	mi
葞	mi
泌	mi
蜜	mi
椧	mi
祢	mi
羃	mi
怽	mi
谜	mi
樒	mi
彌	mi
瀰	mi
幦	mi
覛	mi
汨	mi
迷	mi
糜	mi
濗	mi
蒾	mi
濔	mi
米	mi
秘	mi
觅	mi
羋	mi
榓	mi
弥	mi
詸	mi
灖	mi
牧	mu
穆	mu
睦	mu
狇	mu
霂	mu
鉧	mu
慔	mu
毪	mu
毣	mu
姥	mu
鉬	mu
雮	mu
縸	mu
莯	mu
暯	mu
楘	mu
沐	mu
榁	mu
氁	mu
炑	mu
仫	mu
畆	mu
畒	mu
畝	mu
畮	mu
畞	mu
畂	mu
艒	mu
坶	mu
苜	mu
牳	mu
目	mu
踇	mu
幙	mu
鞪	mu
钼	mu
木	mu
砪	mu
暮	mu
幕	mu
母	mu
墓	mu
姆	mu
牡	mu
募	mu
慕	mu
拇	mu
亩	mu
胟	mu
蚞	mu
峔	mu
踩	cai
啋	cai
倸	cai
宷	cai
材	cai
跴	cai
棌	cai
偲	cai
縩	cai
采	cai
睬	cai
菜	cai
才	cai
猜	cai
婇	cai
裁	cai
財	cai
埰	cai
綵	cai
蔡	cai
纔	cai
财	cai
寀	cai
採	cai
彩	cai
嫸	zhan
虦	zhan
嶃	zhan
譫	zhan
嶄	zhan
嶦	zhan
嶘	zhan
薝	zhan
沾	zhan
輾	zhan
瞻	zhan
毡	zhan
詹	zhan
鹯	zhan
蛅	zhan
旃	zhan
惉	zhan
盞	zhan
醆	zhan
菚	zhan
粘	zhan
盏	zhan
霑	zhan
旜	zhan
崭	zhan
展	zhan
辗	zhan
氈	zhan
詀	zhan
魙	zhan
斩	zhan
氊	zhan
噡	zhan
鸇	zhan
橏	zhan
湛	zhan
邅	zhan
僝	zhan
驙	zhan
斬	zhan
戦	zhan
颭	zhan
戰	zhan
偡	zhan
虥	zhan
琖	zhan
飦	zhan
搌	zhan
谵	zhan
趈	zhan
讝	zhan
棧	zhan
绽	zhan
桟	zhan
綻	zhan
榐	zhan
占	zhan
栴	zhan
饘	zhan
枬	zhan
蘸	zhan
譧	zhan
栈	zhan
飐	zhan
覱	zhan
轏	zhan
佔	zhan
站	zhan
驏	zhan
鳣	zhan
閚	zhan
战	zhan
鱣	zhan
慅	cao
操	cao
騲	cao
曺	cao
嘈	cao
蓸	cao
襙	cao
艚	cao
愺	cao
肏	cao
嶆	cao
鏪	cao
懆	cao
漕	cao
螬	cao
褿	cao
鄵	cao
艸	cao
草	cao
撡	cao
曹	cao
慒	cao
槽	cao
鼜	cao
糙	cao
憯	can
殘	can
慙	can
慚	can
驂	can
慘	can
参	can
黪	can
叄	can
餐	can
嬠	can
叅	can
傪	can
璨	can
燦	can
朁	can
薒	can
残	can
惭	can
惨	can
蚕	can
粲	can
參	can
骖	can
澯	can
湌	can
灿	can
謲	can
蝅	can
蠶	can
蠺	can
穇	can
飡	can
黲	can
喰	can
凝	ning
宁	ning
鑏	ning
擰	ning
狞	ning
柠	ning
聍	ning
濘	ning
鬡	ning
寗	ning
泞	ning
拧	ning
寍	ning
倿	ning
寕	ning
寧	ning
儜	ning
咛	ning
嚀	ning
獰	ning
澝	ning
鸋	ning
聹	ning
嬣	ning
甯	ning
檸	ning
矃	ning
橣	ning
薴	ning
佞	ning
侫	ning
寜	ning
网	wang
兦	wang
尣	wang
迋	wang
誷	wang
尪	wang
尩	wang
網	wang
棢	wang
朢	wang
仼	wang
望	wang
暀	wang
枉	wang
忘	wang
妄	wang
旺	wang
罔	wang
亾	wang
尫	wang
往	wang
魍	wang
蚟	wang
菵	wang
蛧	wang
莣	wang
蝄	wang
罒	wang
瀇	wang
惘	wang
罓	wang
亡	wang
辋	wang
輞	wang
徍	wang
徃	wang
王	wang
汪	wang
彺	wang
絣	beng
塴	beng
祊	beng
鏰	beng
嵭	beng
甏	beng
菶	beng
琫	beng
揼	beng
閍	beng
嘣	beng
迸	beng
繃	beng
埄	beng
綳	beng
琣	beng
甮	beng
甭	beng
绷	beng
崩	beng
嗙	beng
泵	beng
鞛	beng
埲	beng
逬	beng
奟	beng
蹦	beng
痭	beng
镚	beng
娤	zhuang
壵	zhuang
撞	zhuang
状	zhuang
壮	zhuang
焋	zhuang
妝	zhuang
樁	zhuang
裝	zhuang
荘	zhuang
庒	zhuang
梉	zhuang
糚	zhuang
狀	zhuang
装	zhuang
壯	zhuang
妆	zhuang
粧	zhuang
庄	zhuang
桩	zhuang
湷	zhuang
莊	zhuang
璮	tan
昙	tan
憳	tan
憛	tan
襢	tan
谭	tan
醈	tan
擹	tan
碳	tan
袒	tan
毯	tan
怹	tan
探	tan
叹	tan
壜	tan
覃	tan
醓	tan
嘽	tan
炭	tan
醰	tan
坦	tan
惔	tan
罎	tan
壇	tan
菼	tan
痰	tan
罈	tan
郯	tan
潭	tan
憻	tan
嘆	tan
倓	tan
谈	tan
嗿	tan
攤	tan
湠	tan
坛	tan
譠	tan
锬	tan
僋	tan
痑	tan
鉭	tan
譚	tan
檀	tan
貪	tan
舕	tan
藫	tan
潬	tan
滩	tan
橝	tan
贪	tan
摊	tan
坍	tan
埮	tan
灘	tan
瘫	tan
燂	tan
忐	tan
榃	tan
钽	tan
顃	tan
啴	tan
舑	tan
墰	tan
暺	tan
談	tan
歎	tan
癱	tan
錟	tan
婒	tan
貚	tan
曇	tan
墵	tan
饕	tao
謟	tao
韬	tao
涛	tao
迯	tao
掏	tao
幍	tao
絛	tao
啕	tao
淘	tao
饀	tao
夲	tao
縧	tao
逃	tao
轁	tao
慆	tao
萄	tao
桃	tao
討	tao
祹	tao
騊	tao
叨	tao
韜	tao
飸	tao
鋾	tao
匋	tao
讨	tao
绹	tao
套	tao
鞱	tao
槄	tao
詜	tao
駣	tao
弢	tao
搯	tao
鞀	tao
洮	tao
鼗	tao
陶	tao
縚	tao
滔	tao
蜪	tao
醄	tao
裪	tao
瑫	tao
濤	tao
鞉	tao
綯	tao
嫍	tao
绦	tao
咷	tao
囼	tai
炱	tai
溙	tai
冭	tai
孡	tai
儓	tai
骀	tai
抬	tai
旲	tai
薹	tai
籉	tai
汏	tai
駘	tai
坮	tai
態	tai
苔	tai
夳	tai
胎	tai
炲	tai
颱	tai
跆	tai
态	tai
擡	tai
汰	tai
鲐	tai
太	tai
鮐	tai
泰	tai
燤	tai
酞	tai
菭	tai
舦	tai
鈦	tai
钛	tai
臺	tai
肽	tai
汱	tai
邰	tai
嬯	tai
忲	tai
箈	tai
台	tai
檯	tai
鞥	eng
张	zhang
杖	zhang
涨	zhang
麞	zhang
瘴	zhang
漲	zhang
掌	zhang
丈	zhang
粻	zhang
粀	zhang
瘬	zhang
账	zhang
張	zhang
胀	zhang
帐	zhang
帳	zhang
遧	zhang
彰	zhang
障	zhang
幥	zhang
涱	zhang
章	zhang
仗	zhang
樟	zhang
漳	zhang
傽	zhang
扙	zhang
蟑	zhang
痮	zhang
礃	zhang
蔁	zhang
幛	zhang
嶂	zhang
慞	zhang
瞕	zhang
嫜	zhang
獐	zhang
鄣	zhang
暲	zhang
脹	zhang
鏱	zhang
仉	zhang
餦	zhang
墇	zhang
騿	zhang
賬	zhang
璋	zhang
鱆	zhang
岼	ping
甁	ping
玶	ping
甹	ping
俜	ping
郱	ping
頩	ping
帡	ping
鮃	ping
枰	ping
呯	ping
聠	ping
帲	ping
幈	ping
屏	ping
鲆	ping
軿	ping
焩	ping
凴	ping
评	ping
缾	ping
洴	ping
荓	ping
塀	ping
艵	ping
憑	ping
坪	ping
苹	ping
萍	ping
胓	ping
檘	ping
箳	ping
平	ping
竮	ping
凭	ping
涄	ping
淜	ping
乒	ping
簈	ping
蓱	ping
砯	ping
蚲	ping
蛢	ping
屛	ping
娉	ping
評	ping
慿	ping
瓶	ping
兙	shike
吽	hou
垕	hou
篌	hou
瘊	hou
糇	hou
鮜	hou
餱	hou
齁	hou
洉	hou
後	hou
后	hou
喉	hou
豞	hou
睺	hou
侯	hou
猴	hou
候	hou
厚	hou
吼	hou
堠	hou
銗	hou
葔	hou
骺	hou
郈	hou
逅	hou
茩	hou
翵	hou
翭	hou
鍭	hou
犼	hou
帿	hou
鲎	hou
鯸	hou
鱟	hou
矦	hou
鄇	hou
鲘	hou
鑹	cuan
躥	cuan
镩	cuan
攛	cuan
巑	cuan
櫕	cuan
殩	cuan
熶	cuan
簒	cuan
撺	cuan
穳	cuan
竄	cuan
爨	cuan
汆	cuan
窜	cuan
篡	cuan
欑	cuan
蹿	cuan
爛	lan
镧	lan
譋	lan
澜	lan
爁	lan
壈	lan
繿	lan
燗	lan
斓	lan
阑	lan
籃	lan
孄	lan
孏	lan
顲	lan
囒	lan
瓓	lan
褴	lan
漤	lan
榄	lan
燣	lan
蘫	lan
欗	lan
谰	lan
躝	lan
欄	lan
惏	lan
覽	lan
儖	lan
览	lan
兰	lan
璼	lan
嬾	lan
讕	lan
擥	lan
濫	lan
钄	lan
拦	lan
啉	lan
燷	lan
揽	lan
欖	lan
篮	lan
闌	lan
懒	lan
灠	lan
灆	lan
婪	lan
爦	lan
襤	lan
罱	lan
籣	lan
爤	lan
幱	lan
懶	lan
鑭	lan
嵐	lan
滥	lan
嚂	lan
灡	lan
葻	lan
醂	lan
斕	lan
覧	lan
韊	lan
攬	lan
缆	lan
蓝	lan
岚	lan
藍	lan
糷	lan
纜	lan
蘭	lan
浨	lan
瀾	lan
栏	lan
襕	lan
襽	lan
烂	lan
攔	lan
襴	lan
懢	lan
橯	lao
勞	lao
酪	lao
嗠	lao
憦	lao
醪	lao
嫪	lao
憥	lao
唠	lao
捞	lao
蟧	lao
耢	lao
簩	lao
窂	lao
烙	lao
涝	lao
労	lao
髝	lao
珯	lao
狫	lao
崂	lao
耂	lao
躼	lao
老	lao
磱	lao
顟	lao
铹	lao
癆	lao
粩	lao
僗	lao
閖	lao
劳	lao
銠	lao
轑	lao
潦	lao
牢	lao
铑	lao
軂	lao
荖	lao
鐒	lao
咾	lao
佬	lao
痨	lao
硓	lao
嘮	lao
哰	lao
耮	lao
栳	lao
撈	lao
恅	lao
澇	lao
浶	lao
嶗	lao
朥	lao
萊	lai
癩	lai
鵣	lai
賚	lai
睐	lai
箂	lai
藾	lai
来	lai
賴	lai
崃	lai
籟	lai
癞	lai
唻	lai
瀨	lai
籁	lai
庲	lai
崍	lai
鶆	lai
徠	lai
瀬	lai
猍	lai
筙	lai
濑	lai
淶	lai
俫	lai
倈	lai
徕	lai
睞	lai
莱	lai
铼	lai
來	lai
赖	lai
棶	lai
麳	lai
涞	lai
婡	lai
琜	lai
赉	lai
錸	lai
鯠	lai
郲	lai
梾	lai
逨	lai
襰	lai
騋	lai
賫	lai
頼	lai
顂	lai
鎆	qibn
粁	qibn
竏	qibn
藅	fa
峜	fa
蕟	fa
姂	fa
墢	fa
灋	fa
沷	fa
坺	fa
伐	fa
瞂	fa
閥	fa
彂	fa
乏	fa
疺	fa
髮	fa
垡	fa
冹	fa
發	fa
筏	fa
栰	fa
罚	fa
罸	fa
発	fa
发	fa
髪	fa
笩	fa
佱	fa
砝	fa
法	fa
罰	fa
珐	fa
茷	fa
傠	fa
橃	fa
阀	fa
琺	fa
綗	jiong
冂	jiong
絅	jiong
泂	jiong
駫	jiong
駉	jiong
囧	jiong
冏	jiong
烱	jiong
燛	jiong
熲	jiong
冋	jiong
颎	jiong
窘	jiong
迥	jiong
侰	jiong
煛	jiong
炯	jiong
顈	jiong
煚	jiong
蘔	jiong
炅	jiong
蘏	jiong
澃	jiong
埛	jiong
僒	jiong
褧	jiong
浻	jiong
扃	jiong
坰	jiong
逈	jiong
荬	mai
賣	mai
霾	mai
脈	mai
勱	mai
劢	mai
鷶	mai
薶	mai
買	mai
嘪	mai
霢	mai
売	mai
买	mai
麦	mai
脉	mai
迈	mai
埋	mai
麥	mai
佅	mai
霡	mai
邁	mai
衇	mai
卖	mai
荀	xun
纁	xun
勳	xun
鲟	xun
郇	xun
顨	xun
揗	xun
狥	xun
毥	xun
嚑	xun
訊	xun
訙	xun
壎	xun
尋	xun
徇	xun
訓	xun
灥	xun
畃	xun
训	xun
鄩	xun
奞	xun
汛	xun
恂	xun
殉	xun
壦	xun
愻	xun
讯	xun
曛	xun
鱏	xun
峋	xun
伨	xun
鱘	xun
稄	xun
偱	xun
逊	xun
迅	xun
卂	xun
珣	xun
洵	xun
蟳	xun
勋	xun
紃	xun
巺	xun
殾	xun
鑂	xun
侚	xun
熏	xun
璕	xun
焄	xun
驯	xun
巡	xun
寻	xun
询	xun
循	xun
攳	xun
旬	xun
樳	xun
蘍	xun
潠	xun
燻	xun
埙	xun
矄	xun
遜	xun
馴	xun
桪	xun
杊	xun
廵	xun
塤	xun
駨	xun
坃	xun
迿	xun
勛	xun
噀	xun
醺	xun
巽	xun
詢	xun
燅	xun
蕈	xun
潯	xun
臐	xun
獯	xun
勲	xun
燖	xun
噚	xun
薫	xun
爋	xun
浔	xun
薰	xun
栒	xun
卯	mao
夘	mao
峁	mao
矛	mao
蓩	mao
铆	mao
冇	mao
毛	mao
锚	mao
旄	mao
蝥	mao
冃	mao
貓	mao
泖	mao
氂	mao
貌	mao
鉚	mao
皃	mao
贸	mao
瞀	mao
蝐	mao
笷	mao
媢	mao
鉾	mao
酕	mao
懋	mao
茂	mao
冒	mao
帽	mao
毷	mao
鶜	mao
猫	mao
萺	mao
暓	mao
枆	mao
鄮	mao
柕	mao
貿	mao
鄚	mao
瑁	mao
芼	mao
犛	mao
覒	mao
袤	mao
髦	mao
渵	mao
茅	mao
戼	mao
眊	mao
愗	mao
堥	mao
髳	mao
茆	mao
冐	mao
楙	mao
耄	mao
蟊	mao
罞	mao
軞	mao
昴	mao
牦	mao
錨	mao
谩	man
僈	man
馒	man
慢	man
漫	man
曼	man
满	man
蛮	man
瞒	man
顢	man
満	man
悗	man
熳	man
鳗	man
鞔	man
蠻	man
襔	man
摱	man
獌	man
鬘	man
蔄	man
蟎	man
螨	man
鰻	man
蘰	man
鬗	man
颟	man
娨	man
屘	man
镘	man
饅	man
嫚	man
缦	man
慲	man
墁	man
槾	man
矕	man
樠	man
縵	man
瞞	man
幔	man
謾	man
滿	man
鏝	man
鄤	man
澷	man
鏋	man
阿	a
錒	a
啊	a
锕	a
奬	jiang
洚	jiang
降	jiang
缰	jiang
槳	jiang
讲	jiang
講	jiang
酱	jiang
奨	jiang
匠	jiang
畕	jiang
鱂	jiang
膙	jiang
顜	jiang
犟	jiang
勥	jiang
嵹	jiang
豇	jiang
滰	jiang
漿	jiang
摾	jiang
醬	jiang
醤	jiang
耩	jiang
謽	jiang
螀	jiang
奖	jiang
糡	jiang
浆	jiang
翞	jiang
殭	jiang
弶	jiang
螿	jiang
橿	jiang
壃	jiang
絳	jiang
将	jiang
糨	jiang
傋	jiang
獎	jiang
蔣	jiang
塂	jiang
僵	jiang
繮	jiang
疅	jiang
姜	jiang
畺	jiang
匞	jiang
绛	jiang
弜	jiang
疆	jiang
桨	jiang
葁	jiang
夅	jiang
茳	jiang
將	jiang
蒋	jiang
韁	jiang
薑	jiang
江	jiang
摪	jiang
鳉	jiang
礓	jiang
框	kuang
曠	kuang
抂	kuang
匡	kuang
軖	kuang
邼	kuang
矿	kuang
岲	kuang
絋	kuang
誆	kuang
恇	kuang
诓	kuang
絖	kuang
鵟	kuang
砿	kuang
忹	kuang
黋	kuang
筺	kuang
眶	kuang
貺	kuang
軠	kuang
劻	kuang
诳	kuang
軭	kuang
旷	kuang
況	kuang
鋛	kuang
鑛	kuang
夼	kuang
矌	kuang
礦	kuang
軦	kuang
邝	kuang
昿	kuang
誑	kuang
圹	kuang
洭	kuang
况	kuang
懬	kuang
懭	kuang
贶	kuang
壙	kuang
纩	kuang
鉱	kuang
狅	kuang
哐	kuang
爌	kuang
穬	kuang
纊	kuang
眖	kuang
狂	kuang
鄺	kuang
硄	kuang
儣	kuang
匩	kuang
筐	kuang
儏	cbn
爘	cbn
塐	su
速	su
遬	su
甦	su
嫊	su
蹜	su
蘓	su
蘇	su
僳	su
膆	su
謖	su
塑	su
粟	su
鋉	su
骕	su
蒅	su
橚	su
苆	su
玊	su
櫯	su
遡	su
嗉	su
溸	su
潥	su
泝	su
樕	su
傃	su
鱐	su
粛	su
肅	su
素	su
穌	su
俗	su
蔌	su
苏	su
鹔	su
酥	su
鯂	su
訴	su
愬	su
璛	su
洬	su
觫	su
稣	su
溯	su
鷫	su
碿	su
愫	su
夙	su
簌	su
趚	su
殐	su
梀	su
縤	su
憟	su
窣	su
珟	su
榡	su
莤	su
涑	su
肃	su
宿	su
藗	su
餗	su
谡	su
诉	su
驌	su
潚	su
囌	su
樎	su
蕬	si
涘	si
佀	si
撕	si
斯	si
糹	si
厮	si
嘶	si
思	si
丝	si
司	si
私	si
釲	si
厶	si
兕	si
俟	si
汜	si
洍	si
洠	si
鯐	si
咝	si
価	si
牭	si
死	si
肆	si
笥	si
噝	si
鸶	si
貄	si
泀	si
鉰	si
泤	si
瀃	si
緦	si
巳	si
鈻	si
四	si
燍	si
嗣	si
寺	si
絲	si
伺	si
饲	si
鈶	si
似	si
蕼	si
楒	si
澌	si
鍶	si
娰	si
梩	si
儩	si
蜤	si
枱	si
禩	si
鼶	si
孠	si
蟴	si
蟖	si
柶	si
恖	si
禠	si
亖	si
鋖	si
覗	si
禗	si
耛	si
虒	si
罳	si
飼	si
螄	si
騦	si
廝	si
俬	si
泗	si
肂	si
驷	si
媤	si
祀	si
飤	si
凘	si
鐁	si
颸	si
榹	si
纟	si
缌	si
磃	si
蛳	si
駟	si
鷥	si
騃	si
飔	si
竢	si
姒	si
杫	si
耜	si
锶	si
艝	so
栍	sb
乷	sb
扨	sb
隡	sb
櫒	sa
仨	sa
鈒	sa
灑	sa
洒	sa
萨	sa
飒	sa
薩	sa
蕯	sa
撒	sa
脎	sa
钑	sa
馺	sa
躠	sa
虄	sa
簓	sa
靸	sa
卅	sa
訯	sa
摋	sa
颯	sa
礢	ybng
鱪	se
縇	se
繬	se
雭	se
瑟	se
色	se
涩	se
璱	se
铯	se
銫	se
鏼	se
擌	se
轖	se
洓	se
閪	se
濏	se
飋	se
歮	se
瘷	se
摵	se
澀	se
澁	se
渋	se
濇	se
懎	se
栜	se
嗇	se
啬	se
穑	se
穯	se
譅	se
瀒	se
歰	se
穡	se
縨	hubng
廤	kbo
漩	xuan
暅	xuan
癬	xuan
璿	xuan
